Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval
Symptoms of Depressive Disorder,By Sex,United States,Female,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,26.4,25.6,27.2,25.6 - 27.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,28.5,26.8,30.1,26.8 - 30.1
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,23.2,22.6,23.8,22.6 - 23.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,26.2,24.1,28.4,24.1 - 28.4
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,20.8,18.8,22.9,18.8 - 22.9
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,30.3,27.4,33.4,27.4 - 33.4
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,29.1,26,32.3,26.0 - 32.3
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,27,25.8,28.2,25.8 - 28.2
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,27.2,26.4,28,26.4 - 28.0
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,18.6,18.1,19.2,18.1 - 19.2
Symptoms of Depressive Disorder,By State,Alabama,Alabama,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,27.7,24.1,31.6,24.1 - 31.6
Symptoms of Depressive Disorder,By State,Alaska,Alaska,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,22.2,19.3,25.2,19.3 - 25.2
Symptoms of Depressive Disorder,By State,Arizona,Arizona,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,26.4,23.5,29.4,23.5 - 29.4
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,23.9,20.7,27.3,20.7 - 27.3
Symptoms of Depressive Disorder,By State,California,California,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,25.9,23.8,28.1,23.8 - 28.1
Symptoms of Depressive Disorder,By State,Colorado,Colorado,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,24.5,21.8,27.4,21.8 - 27.4
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,23.8,20.3,27.7,20.3 - 27.7
Symptoms of Depressive Disorder,By State,Delaware,Delaware,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,20.1,16.5,24.2,16.5 - 24.2
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,23.8,18.2,30.2,18.2 - 30.2
Symptoms of Depressive Disorder,By State,Florida,Florida,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,27.8,25.4,30.3,25.4 - 30.3
Symptoms of Depressive Disorder,By State,Georgia,Georgia,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,26.8,23.4,30.4,23.4 - 30.4
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,22.8,18.8,27.2,18.8 - 27.2
Symptoms of Depressive Disorder,By State,Idaho,Idaho,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,22.8,20.2,25.6,20.2 - 25.6
Symptoms of Depressive Disorder,By State,Illinois,Illinois,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,23.5,20.6,26.6,20.6 - 26.6
Symptoms of Depressive Disorder,By State,Indiana,Indiana,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,25.4,22.4,28.5,22.4 - 28.5
Symptoms of Depressive Disorder,By State,Iowa,Iowa,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,20,16.9,23.4,16.9 - 23.4
Symptoms of Depressive Disorder,By State,Kansas,Kansas,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,24.3,21.3,27.6,21.3 - 27.6
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,27.9,24.4,31.7,24.4 - 31.7
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,26.9,23.1,30.9,23.1 - 30.9
Symptoms of Depressive Disorder,By State,Maine,Maine,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,23.8,19.9,28,19.9 - 28.0
Symptoms of Depressive Disorder,By State,Maryland,Maryland,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,21.3,18.6,24.3,18.6 - 24.3
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,22.3,20.1,24.7,20.1 - 24.7
Symptoms of Depressive Disorder,By State,Michigan,Michigan,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,24.1,21,27.4,21.0 - 27.4
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,18.3,15.9,20.9,15.9 - 20.9
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,23.6,19.5,27.9,19.5 - 27.9
Symptoms of Depressive Disorder,By State,Missouri,Missouri,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,23.7,20.9,26.7,20.9 - 26.7
Symptoms of Depressive Disorder,By State,Montana,Montana,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,18.6,15.9,21.6,15.9 - 21.6
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,20.9,18,24.1,18.0 - 24.1
Symptoms of Depressive Disorder,By State,Nevada,Nevada,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,26.9,24.2,29.9,24.2 - 29.9
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,19.8,15.3,24.9,15.3 - 24.9
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,24.7,21.9,27.8,21.9 - 27.8
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,27.8,24.1,31.8,24.1 - 31.8
Symptoms of Depressive Disorder,By State,New York,New York,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,22.5,19.7,25.4,19.7 - 25.4
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,20.5,17.1,24.3,17.1 - 24.3
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,17.8,13.2,23.2,13.2 - 23.2
Symptoms of Depressive Disorder,By State,Ohio,Ohio,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,24.9,22.2,27.9,22.2 - 27.9
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,25.9,22.8,29.3,22.8 - 29.3
Symptoms of Depressive Disorder,By State,Oregon,Oregon,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,26.1,23.1,29.3,23.1 - 29.3
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,23.8,20.9,27,20.9 - 27.0
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,19.2,15.7,23.1,15.7 - 23.1
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,20.4,17.3,23.7,17.3 - 23.7
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,15.2,11.3,19.8,11.3 - 19.8
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,28.3,25.2,31.6,25.2 - 31.6
Symptoms of Depressive Disorder,By State,Texas,Texas,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,25.7,23.4,28.2,23.4 - 28.2
Symptoms of Depressive Disorder,By State,Utah,Utah,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,22.7,20,25.5,20.0 - 25.5
Symptoms of Depressive Disorder,By State,Vermont,Vermont,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,19.5,15.9,23.4,15.9 - 23.4
Symptoms of Depressive Disorder,By State,Virginia,Virginia,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,25.1,22.2,28.2,22.2 - 28.2
Symptoms of Depressive Disorder,By State,Washington,Washington,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,23.6,21.3,26.1,21.3 - 26.1
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,25.2,21.6,29.2,21.6 - 29.2
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,20.2,17.7,23,17.7 - 23.0
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2,13,"Aug 19 - Aug 31, 2020",8/19/2020,8/31/2020,21.9,18.2,25.9,18.2 - 25.9
Symptoms of Depressive Disorder,National Estimate,United States,United States,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,24.4,23.9,25,23.9 - 25.0
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,34.9,33,36.8,33.0 - 36.8
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,27.2,26,28.6,26.0 - 28.6
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,25.8,24.4,27.2,24.4 - 27.2
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,23.1,21.8,24.4,21.8 - 24.4
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,19.4,18.4,20.4,18.4 - 20.4
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,14.9,13.3,16.7,13.3 - 16.7
Symptoms of Depressive Disorder,By Age,United States,80 years and above,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,13.3,10.7,16.2,10.7 - 16.2
Symptoms of Depressive Disorder,By Sex,United States,Male,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,22.8,21.8,23.8,21.8 - 23.8
Symptoms of Depressive Disorder,By Sex,United States,Female,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,26,25.1,26.8,25.1 - 26.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,28.9,27.5,30.5,27.5 - 30.5
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,22.7,22,23.3,22.0 - 23.3
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,28.5,26.7,30.4,26.7 - 30.4
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,19.1,17.3,21,17.3 - 21.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,31.4,28.6,34.4,28.6 - 34.4
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,33,29,37.1,29.0 - 37.1
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,25.7,24.2,27.1,24.2 - 27.1
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,27.5,26.6,28.4,26.6 - 28.4
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,18.4,17.9,19,17.9 - 19.0
Symptoms of Depressive Disorder,By State,Alabama,Alabama,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,25.2,22.1,28.4,22.1 - 28.4
Symptoms of Depressive Disorder,By State,Alaska,Alaska,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,23.6,20.6,26.7,20.6 - 26.7
Symptoms of Depressive Disorder,By State,Arizona,Arizona,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,26.5,23.4,29.7,23.4 - 29.7
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,29.8,26.4,33.4,26.4 - 33.4
Symptoms of Depressive Disorder,By State,California,California,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,27.6,25.3,30,25.3 - 30.0
Symptoms of Depressive Disorder,By State,Colorado,Colorado,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,22.7,20.2,25.4,20.2 - 25.4
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,21.2,18.3,24.4,18.3 - 24.4
Symptoms of Depressive Disorder,By State,Delaware,Delaware,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,23.3,19.1,27.9,19.1 - 27.9
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,20.9,16.9,25.3,16.9 - 25.3
Symptoms of Depressive Disorder,By State,Florida,Florida,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,25.3,22.2,28.5,22.2 - 28.5
Symptoms of Depressive Disorder,By State,Georgia,Georgia,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,23.2,20.2,26.4,20.2 - 26.4
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,29.4,25.2,33.9,25.2 - 33.9
Symptoms of Depressive Disorder,By State,Idaho,Idaho,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,21.8,19.2,24.7,19.2 - 24.7
Symptoms of Depressive Disorder,By State,Illinois,Illinois,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,24.2,21.3,27.3,21.3 - 27.3
Symptoms of Depressive Disorder,By State,Indiana,Indiana,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,20.7,17.8,23.7,17.8 - 23.7
Symptoms of Depressive Disorder,By State,Iowa,Iowa,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,22.8,19.7,26,19.7 - 26.0
Symptoms of Depressive Disorder,By State,Kansas,Kansas,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,19.3,17,21.7,17.0 - 21.7
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,30.1,26.1,34.4,26.1 - 34.4
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,30.3,26.1,34.7,26.1 - 34.7
Symptoms of Depressive Disorder,By State,Maine,Maine,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,20.4,16.8,24.4,16.8 - 24.4
Symptoms of Depressive Disorder,By State,Maryland,Maryland,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,23.3,20.6,26.2,20.6 - 26.2
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,20.5,17.8,23.3,17.8 - 23.3
Symptoms of Depressive Disorder,By State,Michigan,Michigan,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,23.4,21.1,25.8,21.1 - 25.8
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,18.6,16.2,21.2,16.2 - 21.2
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,28.4,24.7,32.4,24.7 - 32.4
Symptoms of Depressive Disorder,By State,Missouri,Missouri,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,21.8,18.6,25.4,18.6 - 25.4
Symptoms of Depressive Disorder,By State,Montana,Montana,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,22.2,19.1,25.4,19.1 - 25.4
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,21.7,19,24.7,19.0 - 24.7
Symptoms of Depressive Disorder,By State,Nevada,Nevada,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,27.1,24,30.3,24.0 - 30.3
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,22.1,18.7,25.8,18.7 - 25.8
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,21.9,18.5,25.5,18.5 - 25.5
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,27.5,24.2,31,24.2 - 31.0
Symptoms of Depressive Disorder,By State,New York,New York,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,25.1,21.6,28.8,21.6 - 28.8
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,20.9,17.8,24.3,17.8 - 24.3
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,17.4,13.4,22.1,13.4 - 22.1
Symptoms of Depressive Disorder,By State,Ohio,Ohio,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,25.4,21.6,29.6,21.6 - 29.6
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,26.5,23.4,29.9,23.4 - 29.9
Symptoms of Depressive Disorder,By State,Oregon,Oregon,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,26.7,24.4,29.2,24.4 - 29.2
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,22.9,19.7,26.4,19.7 - 26.4
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,25.3,20.6,30.3,20.6 - 30.3
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,22.9,19.2,27,19.2 - 27.0
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,20.2,17,23.7,17.0 - 23.7
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,24,21,27.2,21.0 - 27.2
Symptoms of Depressive Disorder,By State,Texas,Texas,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,26.9,24.6,29.3,24.6 - 29.3
Symptoms of Depressive Disorder,By State,Utah,Utah,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,22,19.4,24.7,19.4 - 24.7
Symptoms of Depressive Disorder,By State,Vermont,Vermont,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,19.6,15.7,23.8,15.7 - 23.8
Symptoms of Depressive Disorder,By State,Virginia,Virginia,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,22.4,19.9,25.2,19.9 - 25.2
Symptoms of Depressive Disorder,By State,Washington,Washington,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,22.7,20.5,24.9,20.5 - 24.9
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,26.9,21.3,33,21.3 - 33.0
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,19.3,16.4,22.4,16.4 - 22.4
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2,14,"Sep 2 - Sep 14, 2020",9/2/2020,9/14/2020,23.6,19.7,28,19.7 - 28.0
Symptoms of Depressive Disorder,National Estimate,United States,United States,2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,25,24.5,25.6,24.5 - 25.6
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,35.7,33.6,37.8,33.6 - 37.8
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,28.5,27.1,29.9,27.1 - 29.9
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,25.1,23.7,26.5,23.7 - 26.5
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,23.6,22.5,24.8,22.5 - 24.8
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,20.8,19.5,22.3,19.5 - 22.3
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,15.5,13.7,17.5,13.7 - 17.5
Symptoms of Depressive Disorder,By Age,United States,80 years and above,2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,12.5,10,15.3,10.0 - 15.3
Symptoms of Depressive Disorder,By Sex,United States,Male,2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,22.7,21.8,23.6,21.8 - 23.6
Symptoms of Depressive Disorder,By Sex,United States,Female,2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,27.2,26.3,28.1,26.3 - 28.1
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,31,28.6,33.4,28.6 - 33.4
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,23.4,22.8,24,22.8 - 24.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,25.8,23.8,27.8,23.8 - 27.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,21,18.7,23.5,18.7 - 23.5
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,31.4,28.5,34.4,28.5 - 34.4
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,34.4,30.3,38.7,30.3 - 38.7
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,25.7,24.4,27.1,24.4 - 27.1
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2,15,"Sep 16 - Sep 28, 2020",9/16/2020,9/28/2020,27.4,26.4,28.4,26.4 - 28.4
